task,model,id,gold,prediction,confidence,correct,raw
banking77,gpt-4.1-nano,banking-706,transfer_timing,transfer_timing,85,1,"{   ""label"": ""transfer_timing"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-687,transfer_into_account,top_up_by_bank_transfer_charge,80,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-522,getting_virtual_card,get_disposable_virtual_card,80,0,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-715,verify_my_identity,verify_my_identity,95,1,"{   ""label"": ""verify_my_identity"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-634,top_up_by_card_charge,top_up_by_card_charge,20,1,"{   ""label"": ""top_up_by_card_charge"",   ""confidence"": 20 }"
banking77,gpt-4.1-nano,banking-766,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-323,card_delivery_estimate,card_delivery_estimate,95,1,"{   ""label"": ""card_delivery_estimate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-551,passcode_forgotten,passcode_forgotten,95,1,"{   ""label"": ""passcode_forgotten"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-335,card_linking,card_linking,95,1,"{   ""label"": ""card_linking"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-410,country_support,country_support,95,1,"{   ""label"": ""country_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-393,compromised_card,get_spare_card,85,0,"{   ""label"": ""get_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-594,receiving_money,top_up_by_bank_transfer_charge,70,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-564,pending_cash_withdrawal,card_not_working,85,0,"{   ""label"": ""card_not_working"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-467,exchange_rate,exchange_rate,90,1,"{   ""label"": ""exchange_rate"",   ""confidence"": 90 }"
banking77,gpt-4.1-nano,banking-248,age_limit,age_limit,85,1,"{   ""label"": ""age_limit"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-272,automatic_top_up,automatic_top_up,95,1,"{   ""label"": ""automatic_top_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-723,verify_source_of_funds,verify_source_of_funds,95,1,"{   ""label"": ""verify_source_of_funds"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-636,top_up_by_card_charge,top_up_by_card_charge,95,1,"{   ""label"": ""top_up_by_card_charge"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-734,verify_top_up,verify_top_up,95,1,"{   ""label"": ""verify_top_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-644,top_up_by_cash_or_cheque,top_up_by_cheque,80,0,"{   ""label"": ""top_up_by_cheque"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-605,reverted_card_payment?,reverted_card_payment?,85,1,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-245,activate_my_card,activate_my_card,85,1,"{   ""label"": ""activate_my_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-488,failed_transfer,failed_transfer,95,1,"{   ""label"": ""failed_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-740,virtual_card_not_working,automatic_top_up,70,0,"{""label"": ""automatic_top_up"", ""confidence"": 70}"
banking77,gpt-4.1-nano,banking-450,edit_personal_details,edit_personal_details,95,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-401,contactless_not_working,contactless_not_working,95,1,"{   ""label"": ""contactless_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-652,top_up_limits,top_up_limits,95,1,"{   ""label"": ""top_up_limits"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-384,cash_withdrawal_not_recognised,disposable_card_limits,10,0,"{   ""label"": ""disposable_card_limits"",   ""confidence"": 10 }"
banking77,gpt-4.1-nano,banking-707,transfer_timing,transfer_timing,80,1,"{   ""label"": ""transfer_timing"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-483,extra_charge_on_statement,extra_charge_on_statement,85,1,"{   ""label"": ""extra_charge_on_statement"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-753,why_verify_identity,unable_to_verify_identity,95,0,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-588,pin_blocked,change_pin,95,0,"{""label"": ""change_pin"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-730,verify_top_up,verify_top_up,95,1,"{   ""label"": ""verify_top_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-615,supported_cards_and_currencies,supported_cards_and_currencies,95,1,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-571,pending_top_up,top_up_failed,85,0,"{""label"": ""top_up_failed"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-266,atm_support,atm_support,85,1,"{""label"": ""atm_support"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-260,atm_support,atm_support,95,1,"{   ""label"": ""atm_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-349,card_payment_fee_charged,card_payment_fee_charged,95,1,"{   ""label"": ""card_payment_fee_charged"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-552,passcode_forgotten,passcode_forgotten,85,1,"{   ""label"": ""passcode_forgotten"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-697,transfer_not_received_by_recipient,pending_transfer,85,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-350,card_payment_fee_charged,card_payment_fee_charged,85,1,"{   ""label"": ""card_payment_fee_charged"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-518,getting_spare_card,getting_spare_card,85,1,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-541,order_physical_card,get_physical_card,95,0,"{""label"": ""get_physical_card"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-629,top_up_by_bank_transfer_charge,receiving_money,85,0,"{   ""label"": ""receiving_money"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-545,order_physical_card,get_physical_card,85,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-408,country_support,country_support,85,1,"{   ""label"": ""country_support"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-306,card_about_to_expire,card_about_to_expire,95,1,"{   ""label"": ""card_about_to_expire"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-432,declined_transfer,declined_transfer,95,1,"{   ""label"": ""declined_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-249,age_limit,age_limit,95,1,"{   ""label"": ""age_limit"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-331,card_linking,card_linking,95,1,"{   ""label"": ""card_linking"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-738,virtual_card_not_working,get_disposable_virtual_card,95,0,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-625,top_up_by_bank_transfer_charge,transfer_into_account,85,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-233,Refund_not_showing_up,Refund_not_showing_up,95,1,"{   ""label"": ""Refund_not_showing_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-443,disposable_card_limits,get_disposable_virtual_card,85,0,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-454,edit_personal_details,edit_personal_details,85,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-760,wrong_amount_of_cash_received,balance_not_updated_after_bank_transfer,70,0,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-684,transfer_fee_charged,transfer_fee_charged,95,1,"{   ""label"": ""transfer_fee_charged"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-252,age_limit,age_limit,95,1,"{   ""label"": ""age_limit"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-663,top_up_reverted,top_up_failed,80,0,"{   ""label"": ""top_up_failed"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-578,pending_transfer,pending_transfer,95,1,"{   ""label"": ""pending_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-720,verify_my_identity,verify_my_identity,95,1,"{   ""label"": ""verify_my_identity"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-236,Refund_not_showing_up,Refund_not_showing_up,95,1,"{   ""label"": ""Refund_not_showing_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-289,beneficiary_not_allowed,failed_transfer,85,0,"{   ""label"": ""failed_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-665,top_up_reverted,top_up_reverted,95,1,"{   ""label"": ""top_up_reverted"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-362,card_payment_wrong_exchange_rate,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-398,compromised_card,compromised_card,95,1,"{   ""label"": ""compromised_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-495,fiat_currency_support,fiat_currency_support,85,1,"{   ""label"": ""fiat_currency_support"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-631,top_up_by_card_charge,top_up_by_card_charge,95,1,"{   ""label"": ""top_up_by_card_charge"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-497,fiat_currency_support,supported_cards_and_currencies,85,0,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-491,fiat_currency_support,supported_cards_and_currencies,85,0,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-419,declined_card_payment,card_payment_not_recognised,85,0,"{   ""label"": ""card_payment_not_recognised"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-589,receiving_money,supported_cards_and_currencies,85,0,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-409,country_support,country_support,95,1,"{   ""label"": ""country_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-254,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,"{   ""label"": ""apple_pay_or_google_pay"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-582,pin_blocked,change_pin,95,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-312,card_acceptance,card_acceptance,85,1,"{   ""label"": ""card_acceptance"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-367,card_swallowed,card_swallowed,95,1,"{   ""label"": ""card_swallowed"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-645,top_up_failed,top_up_failed,80,1,"{""label"": ""top_up_failed"", ""confidence"": 80}"
banking77,gpt-4.1-nano,banking-251,age_limit,age_limit,95,1,"{""label"": ""age_limit"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-406,contactless_not_working,contactless_not_working,95,1,"{   ""label"": ""contactless_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-426,declined_cash_withdrawal,atm_support,85,0,"{   ""label"": ""atm_support"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-566,pending_cash_withdrawal,pending_cash_withdrawal,95,1,"{   ""label"": ""pending_cash_withdrawal"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-247,age_limit,age_limit,85,1,"{   ""label"": ""age_limit"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-556,pending_card_payment,pending_card_payment,80,1,"{   ""label"": ""pending_card_payment"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-404,contactless_not_working,contactless_not_working,85,1,"{   ""label"": ""contactless_not_working"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-667,topping_up_by_card,top_up_by_bank_transfer_charge,80,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-279,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,85,1,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-517,getting_spare_card,getting_spare_card,85,1,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-284,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,85,1,"{   ""label"": ""balance_not_updated_after_cheque_or_cash_deposit"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-544,order_physical_card,order_physical_card,85,1,"{   ""label"": ""order_physical_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-688,transfer_into_account,top_up_by_bank_transfer_charge,80,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-726,verify_source_of_funds,verify_source_of_funds,95,1,"{   ""label"": ""verify_source_of_funds"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-610,supported_cards_and_currencies,getting_spare_card,85,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-431,declined_transfer,declined_transfer,95,1,"{""label"": ""declined_transfer"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-344,card_payment_fee_charged,extra_charge_on_statement,85,0,"{   ""label"": ""extra_charge_on_statement"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-584,pin_blocked,change_pin,95,0,"{""label"": ""change_pin"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-235,Refund_not_showing_up,balance_not_updated_after_bank_transfer,85,0,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-638,top_up_by_cash_or_cheque,top_up_by_bank_transfer_charge,80,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-574,pending_top_up,pending_top_up,90,1,"{   ""label"": ""pending_top_up"",   ""confidence"": 90 }"
banking77,gpt-4.1-nano,banking-611,supported_cards_and_currencies,supported_cards_and_currencies,70,1,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-555,pending_card_payment,pending_card_payment,85,1,"{   ""label"": ""pending_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-587,pin_blocked,change_pin,95,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-686,transfer_fee_charged,transfer_fee_charged,100,1,"{   ""label"": ""transfer_fee_charged"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-559,pending_card_payment,pending_card_payment,85,1,"{   ""label"": ""pending_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-622,terminate_account,terminate_account,95,1,"{   ""label"": ""terminate_account"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-533,lost_or_stolen_phone,lost_or_stolen_phone,95,1,"{   ""label"": ""lost_or_stolen_phone"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,85,1,"{   ""label"": ""pending_cash_withdrawal"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-381,cash_withdrawal_not_recognised,lost_or_stolen_card,80,0,"{   ""label"": ""lost_or_stolen_card"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-535,lost_or_stolen_phone,lost_or_stolen_card,95,0,"{   ""label"": ""lost_or_stolen_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-242,activate_my_card,activate_my_card,100,1,"{   ""label"": ""activate_my_card"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-290,beneficiary_not_allowed,failed_transfer,85,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-476,exchange_via_app,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-560,pending_card_payment,pending_transfer,80,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-595,receiving_money,transfer_into_account,85,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-370,card_swallowed,card_swallowed,95,1,"{   ""label"": ""card_swallowed"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-486,failed_transfer,failed_transfer,95,1,"{   ""label"": ""failed_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-524,getting_virtual_card,getting_virtual_card,95,1,"{   ""label"": ""getting_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-405,contactless_not_working,contactless_not_working,95,1,"{   ""label"": ""contactless_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-699,transfer_not_received_by_recipient,transfer_not_received_by_recipient,95,1,"{   ""label"": ""transfer_not_received_by_recipient"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-332,card_linking,card_not_working,85,0,"{""label"": ""card_not_working"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-568,pending_top_up,top_up_failed,85,0,"{   ""label"": ""top_up_failed"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-617,terminate_account,terminate_account,100,1,"{   ""label"": ""terminate_account"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-620,terminate_account,terminate_account,95,1,"{   ""label"": ""terminate_account"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-601,request_refund,request_refund,90,1,"{   ""label"": ""request_refund"",   ""confidence"": 90 }"
banking77,gpt-4.1-nano,banking-322,card_arrival,card_arrival,95,1,"{   ""label"": ""card_arrival"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-347,card_payment_fee_charged,card_payment_fee_charged,85,1,"{   ""label"": ""card_payment_fee_charged"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-452,edit_personal_details,edit_personal_details,95,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-428,declined_transfer,declined_card_payment,95,0,"{   ""label"": ""declined_card_payment"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-391,change_pin,change_pin,95,1,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-415,declined_card_payment,declined_card_payment,85,1,"{   ""label"": ""declined_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-343,card_not_working,card_not_working,95,1,"{   ""label"": ""card_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-745,visa_or_mastercard,supported_cards_and_currencies,85,0,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-630,top_up_by_bank_transfer_charge,transfer_timing,85,0,"{   ""label"": ""transfer_timing"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-642,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,85,1,"{   ""label"": ""top_up_by_cash_or_cheque"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-536,lost_or_stolen_phone,lost_or_stolen_phone,95,1,"{   ""label"": ""lost_or_stolen_phone"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-547,passcode_forgotten,passcode_forgotten,95,1,"{   ""label"": ""passcode_forgotten"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-515,getting_spare_card,getting_spare_card,85,1,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-597,request_refund,cancel_transfer,85,0,"{   ""label"": ""cancel_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-580,pending_transfer,pending_transfer,95,1,"{   ""label"": ""pending_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-764,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-702,transfer_timing,pending_transfer,85,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-637,top_up_by_card_charge,top_up_by_card_charge,85,1,"{   ""label"": ""top_up_by_card_charge"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-468,exchange_rate,exchange_rate,95,1,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-693,transfer_into_account,transfer_into_account,85,1,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-445,disposable_card_limits,disposable_card_limits,85,1,"{   ""label"": ""disposable_card_limits"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-274,balance_not_updated_after_bank_transfer,pending_transfer,85,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-357,card_payment_not_recognised,reverted_card_payment?,85,0,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-624,top_up_by_bank_transfer_charge,receiving_money,85,0,"{""label"": ""receiving_money"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-747,visa_or_mastercard,supported_cards_and_currencies,85,0,"{   ""label"": ""supported_cards_and_currencies"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-292,beneficiary_not_allowed,failed_transfer,85,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-727,verify_source_of_funds,verify_source_of_funds,85,1,"{   ""label"": ""verify_source_of_funds"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-694,transfer_not_received_by_recipient,transfer_timing,85,0,"{   ""label"": ""transfer_timing"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-293,beneficiary_not_allowed,reverted_card_payment?,20,0,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 20 }"
banking77,gpt-4.1-nano,banking-628,top_up_by_bank_transfer_charge,transfer_into_account,85,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-590,receiving_money,getting_spare_card,10,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 10 }"
banking77,gpt-4.1-nano,banking-711,unable_to_verify_identity,terminate_account,85,0,"{   ""label"": ""terminate_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-525,getting_virtual_card,getting_virtual_card,95,1,"{   ""label"": ""getting_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-453,edit_personal_details,edit_personal_details,95,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-550,passcode_forgotten,passcode_forgotten,95,1,"{   ""label"": ""passcode_forgotten"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-722,verify_source_of_funds,getting_spare_card,10,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 10 }"
banking77,gpt-4.1-nano,banking-708,unable_to_verify_identity,unable_to_verify_identity,100,1,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-449,edit_personal_details,edit_personal_details,95,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-496,fiat_currency_support,pending_top_up,60,0,"{""label"": ""pending_top_up"", ""confidence"": 60}"
banking77,gpt-4.1-nano,banking-757,wrong_amount_of_cash_received,wrong_amount_of_cash_received,95,1,"{   ""label"": ""wrong_amount_of_cash_received"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-320,card_arrival,card_linking,85,0,"{   ""label"": ""card_linking"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-471,exchange_via_app,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-728,verify_source_of_funds,getting_spare_card,10,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 10 }"
banking77,gpt-4.1-nano,banking-414,declined_card_payment,declined_card_payment,95,1,"{   ""label"": ""declined_card_payment"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-505,get_physical_card,change_pin,95,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-424,declined_cash_withdrawal,atm_support,95,0,"{   ""label"": ""atm_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-318,card_arrival,card_arrival,70,1,"{   ""label"": ""card_arrival"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-705,transfer_timing,transfer_timing,85,1,"{   ""label"": ""transfer_timing"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-456,exchange_charge,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-572,pending_top_up,top_up_failed,80,0,"{   ""label"": ""top_up_failed"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-395,compromised_card,compromised_card,95,1,"{   ""label"": ""compromised_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-489,failed_transfer,failed_transfer,95,1,"{   ""label"": ""failed_transfer"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-352,card_payment_not_recognised,declined_card_payment,85,0,"{   ""label"": ""declined_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-696,transfer_not_received_by_recipient,pending_transfer,85,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-703,transfer_timing,transfer_into_account,85,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-516,getting_spare_card,getting_spare_card,85,1,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-682,transfer_fee_charged,transfer_fee_charged,95,1,"{   ""label"": ""transfer_fee_charged"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-543,order_physical_card,get_physical_card,95,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-246,age_limit,age_limit,95,1,"{   ""label"": ""age_limit"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-500,get_disposable_virtual_card,get_disposable_virtual_card,95,1,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-427,declined_cash_withdrawal,declined_cash_withdrawal,95,1,"{   ""label"": ""declined_cash_withdrawal"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-457,exchange_charge,exchange_charge,85,1,"{""label"": ""exchange_charge"", ""confidence"": 85}"
