model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-4.1-nano,medium,banking-096,edit_personal_details,edit_personal_details,85,1,6,500,"{""label"": ""edit_personal_details"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-087,declined_transfer,declined_transfer,95,1,17,500,"{""label"": ""declined_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-158,request_refund,request_refund,95,1,6,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-011,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,13,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-098,exchange_charge,exchange_rate,85,0,15,500,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-483,extra_charge_on_statement,transaction_charged_twice,85,0,11,500,"{""label"": ""transaction_charged_twice"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-215,verify_top_up,verify_top_up,95,1,10,500,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-205,unable_to_verify_identity,unable_to_verify_identity,95,1,8,500,"{""label"": ""unable_to_verify_identity"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-468,exchange_rate,exchange_rate,95,1,8,500,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-056,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,95,1,14,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-422,declined_cash_withdrawal,atm_support,95,0,24,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-313,card_acceptance,card_acceptance,85,1,6,500,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-664,top_up_reverted,top_up_failed,85,0,6,500,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-509,get_physical_card,change_pin,95,0,12,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-669,topping_up_by_card,balance_not_updated_after_bank_transfer,85,0,15,500,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-350,card_payment_fee_charged,card_payment_fee_charged,85,1,11,500,"{""label"": ""card_payment_fee_charged"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-625,top_up_by_bank_transfer_charge,transfer_into_account,85,0,9,500,"{""label"": ""transfer_into_account"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-594,receiving_money,balance_not_updated_after_bank_transfer,70,0,8,500,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-018,automatic_top_up,automatic_top_up,95,1,10,500,"{""label"": ""automatic_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-003,Refund_not_showing_up,request_refund,95,0,17,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-359,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,95,1,13,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-284,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,85,1,9,500,"{""label"": ""balance_not_updated_after_cheque_or_cash_deposit"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-053,card_payment_not_recognised,extra_charge_on_statement,85,0,16,500,"{""label"": ""extra_charge_on_statement"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-410,country_support,country_support,95,1,11,500,"{""label"": ""country_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-109,failed_transfer,failed_transfer,95,1,10,500,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-014,atm_support,atm_support,95,1,7,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-220,visa_or_mastercard,visa_or_mastercard,100,1,6,500,"{""label"": ""visa_or_mastercard"", ""confidence"": 100}"
gpt-4.1-nano,medium,banking-678,transaction_charged_twice,reverted_card_payment?,70,0,12,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-706,transfer_timing,pending_transfer,85,0,19,500,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-186,top_up_reverted,top_up_failed,85,0,7,500,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-556,pending_card_payment,pending_transfer,95,0,6,500,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-201,transfer_not_received_by_recipient,transfer_not_received_by_recipient,95,1,12,500,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-368,card_swallowed,card_swallowed,95,1,9,500,"{""label"": ""card_swallowed"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-654,top_up_limits,top_up_limits,95,1,7,500,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-600,request_refund,cancel_transfer,85,0,5,500,"{""label"": ""cancel_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-137,passcode_forgotten,passcode_forgotten,95,1,9,500,"{""label"": ""passcode_forgotten"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-448,disposable_card_limits,card_about_to_expire,10,0,13,500,"{""label"": ""card_about_to_expire"", ""confidence"": 10}"
gpt-4.1-nano,medium,banking-545,order_physical_card,get_physical_card,95,0,6,500,"{""label"": ""get_physical_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-176,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,95,1,6,500,"{""label"": ""top_up_by_cash_or_cheque"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-699,transfer_not_received_by_recipient,transfer_not_received_by_recipient,85,1,15,500,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-286,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,85,0,10,500,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 85 }"
gpt-4.1-nano,medium,banking-312,card_acceptance,card_acceptance,85,1,9,500,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-479,extra_charge_on_statement,transaction_charged_twice,85,0,14,500,"{""label"": ""transaction_charged_twice"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-585,pin_blocked,change_pin,95,0,6,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-264,atm_support,atm_support,95,1,7,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-500,get_disposable_virtual_card,get_disposable_virtual_card,95,1,10,500,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-218,virtual_card_not_working,virtual_card_not_working,95,1,7,500,"{""label"": ""virtual_card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-150,pending_transfer,transfer_timing,95,0,6,500,"{""label"": ""transfer_timing"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-255,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,7,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-528,lost_or_stolen_card,lost_or_stolen_card,95,1,16,500,"{""label"": ""lost_or_stolen_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-652,top_up_limits,top_up_limits,95,1,5,500,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-254,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,8,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-601,request_refund,request_refund,95,1,16,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-389,change_pin,change_pin,95,1,7,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-332,card_linking,reverted_card_payment?,20,0,18,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 20}"
gpt-4.1-nano,medium,banking-156,receiving_money,receiving_money,85,1,8,500,"{""label"": ""receiving_money"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-273,automatic_top_up,automatic_top_up,95,1,14,500,"{""label"": ""automatic_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-471,exchange_via_app,exchange_rate,85,0,7,500,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-257,apple_pay_or_google_pay,apple_pay_or_google_pay,85,1,11,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-646,top_up_failed,top_up_failed,95,1,5,500,"{""label"": ""top_up_failed"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-387,change_pin,change_pin,95,1,10,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-229,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,95,0,12,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-714,unable_to_verify_identity,unable_to_verify_identity,95,1,9,500,"{""label"": ""unable_to_verify_identity"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-734,verify_top_up,verify_top_up,95,1,7,500,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-651,top_up_failed,top_up_failed,95,1,8,500,"{""label"": ""top_up_failed"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-040,card_delivery_estimate,card_delivery_estimate,95,1,7,500,"{""label"": ""card_delivery_estimate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-184,top_up_reverted,request_refund,95,0,10,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-037,card_arrival,card_arrival,85,1,12,500,"{""label"": ""card_arrival"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-136,passcode_forgotten,change_pin,95,0,11,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-353,card_payment_not_recognised,request_refund,85,0,12,500,"{""label"": ""request_refund"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-193,transfer_fee_charged,transfer_fee_charged,95,1,7,500,"{""label"": ""transfer_fee_charged"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-660,top_up_reverted,top_up_failed,85,0,12,500,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-081,declined_card_payment,declined_card_payment,95,1,13,500,"{""label"": ""declined_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-605,reverted_card_payment?,transfer_not_received_by_recipient,85,0,5,500,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-764,wrong_exchange_rate_for_cash_withdrawal,atm_support,85,0,16,500,"{""label"": ""atm_support"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-562,pending_cash_withdrawal,pending_cash_withdrawal,95,1,12,500,"{""label"": ""pending_cash_withdrawal"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-765,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,95,0,18,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-499,get_disposable_virtual_card,get_disposable_virtual_card,95,1,8,500,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-063,cash_withdrawal_charge,cash_withdrawal_charge,95,1,61,500,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-413,country_support,country_support,85,1,16,500,"{""label"": ""country_support"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-290,beneficiary_not_allowed,failed_transfer,95,0,14,500,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-226,wrong_amount_of_cash_received,reverted_card_payment?,70,0,10,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-214,verify_top_up,verify_top_up,95,1,14,500,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-139,pending_card_payment,pending_transfer,95,0,29,500,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-132,lost_or_stolen_phone,lost_or_stolen_phone,95,1,9,500,"{""label"": ""lost_or_stolen_phone"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-532,lost_or_stolen_card,lost_or_stolen_card,95,1,9,500,"{""label"": ""lost_or_stolen_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-100,exchange_rate,exchange_rate,95,1,8,500,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-085,declined_transfer,declined_card_payment,85,0,7,500,"{""label"": ""declined_card_payment"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-516,getting_spare_card,getting_spare_card,85,1,5,500,"{""label"": ""getting_spare_card"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-084,declined_cash_withdrawal,declined_cash_withdrawal,95,1,6,500,"{""label"": ""declined_cash_withdrawal"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-207,unable_to_verify_identity,unable_to_verify_identity,95,1,8,500,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-618,terminate_account,terminate_account,95,1,9,500,"{""label"": ""terminate_account"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-069,change_pin,change_pin,95,1,9,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-404,contactless_not_working,contactless_not_working,85,1,6,500,"{""label"": ""contactless_not_working"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-238,Refund_not_showing_up,Refund_not_showing_up,85,1,10,500,"{""label"": ""Refund_not_showing_up"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-486,failed_transfer,failed_transfer,95,1,28,500,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-487,failed_transfer,failed_transfer,95,1,7,500,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-237,Refund_not_showing_up,request_refund,95,0,9,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-035,card_acceptance,card_acceptance,95,1,12,500,"{""label"": ""card_acceptance"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-023,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cash_deposit,85,0,10,500,"{   ""label"": ""balance_not_updated_after_cash_deposit"",   ""confidence"": 85 }"
gpt-4.1-nano,medium,banking-265,atm_support,atm_support,85,1,9,500,"{""label"": ""atm_support"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-036,card_acceptance,card_acceptance,95,1,4,500,"{""label"": ""card_acceptance"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-634,top_up_by_card_charge,top_up_by_card_charge,85,1,8,500,"{""label"": ""top_up_by_card_charge"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-564,pending_cash_withdrawal,card_not_working,95,0,27,500,"{""label"": ""card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-769,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,85,0,19,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-571,pending_top_up,top_up_failed,85,0,8,500,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-473,exchange_via_app,exchange_rate,95,0,4,500,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-280,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,95,1,15,500,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-236,Refund_not_showing_up,Refund_not_showing_up,95,1,9,500,"{""label"": ""Refund_not_showing_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-041,card_delivery_estimate,card_arrival,95,0,10,500,"{""label"": ""card_arrival"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-253,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,8,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-090,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,95,1,20,500,"{   ""label"": ""direct_debit_payment_not_recognised"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-763,wrong_amount_of_cash_received,wrong_amount_of_cash_received,95,1,26,500,"{""label"": ""wrong_amount_of_cash_received"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-281,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,95,1,11,500,"{   ""label"": ""balance_not_updated_after_cheque_or_cash_deposit"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-172,top_up_by_card_charge,top_up_by_card_charge,85,1,7,500,"{""label"": ""top_up_by_card_charge"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-168,terminate_account,terminate_account,95,1,9,500,"{""label"": ""terminate_account"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-300,cancel_transfer,reverted_card_payment?,85,0,12,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-638,top_up_by_cash_or_cheque,top_up_limits,85,0,10,500,"{""label"": ""top_up_limits"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-695,transfer_not_received_by_recipient,transfer_not_received_by_recipient,95,1,12,500,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-620,terminate_account,terminate_account,95,1,5,500,"{""label"": ""terminate_account"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-476,exchange_via_app,exchange_rate,95,0,7,500,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-331,card_linking,card_linking,95,1,10,500,"{""label"": ""card_linking"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-452,edit_personal_details,edit_personal_details,95,1,11,500,"{""label"": ""edit_personal_details"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-522,getting_virtual_card,get_virtual_card,95,0,5,500,"{""label"": ""get_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-311,card_acceptance,card_acceptance,85,1,6,500,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-347,card_payment_fee_charged,card_payment_fee_charged,85,1,27,500,"{""label"": ""card_payment_fee_charged"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-094,edit_personal_details,edit_personal_details,95,1,7,500,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-005,activate_my_card,activate_my_card,95,1,9,500,"{""label"": ""activate_my_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-374,cash_withdrawal_charge,cash_withdrawal_charge,95,1,26,500,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-434,declined_transfer,failed_transfer,95,0,23,500,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-554,pending_card_payment,pending_card_payment,95,1,8,500,"{""label"": ""pending_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-379,cash_withdrawal_not_recognised,wrong_amount_of_cash_received,85,0,9,500,"{""label"": ""wrong_amount_of_cash_received"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-030,cancel_transfer,cancel_transfer,95,1,25,500,"{""label"": ""cancel_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-470,exchange_via_app,fiat_currency_support,95,0,6,500,"{""label"": ""fiat_currency_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-155,receiving_money,verify_source_of_funds,85,0,13,500,"{""label"": ""verify_source_of_funds"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-602,request_refund,request_refund,95,1,7,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-124,getting_virtual_card,getting_virtual_card,95,1,6,500,"{""label"": ""getting_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-727,verify_source_of_funds,verify_source_of_funds,85,1,9,500,"{""label"": ""verify_source_of_funds"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-715,verify_my_identity,unable_to_verify_identity,95,0,9,500,"{""label"": ""unable_to_verify_identity"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-524,getting_virtual_card,getting_virtual_card,95,1,12,500,"{""label"": ""getting_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-148,pending_transfer,pending_transfer,95,1,15,500,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,95,1,9,500,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-5.6-luna,medium,banking-465,exchange_rate,exchange_rate,99,1,6,500,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,medium,banking-756,why_verify_identity,why_verify_identity,99,1,8,500,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,medium,banking-212,verify_source_of_funds,verify_source_of_funds,98,1,6,500,"{""label"":""verify_source_of_funds"",""confidence"":98}"
gpt-5.6-luna,medium,banking-486,failed_transfer,failed_transfer,96,1,28,500,"{""label"":""failed_transfer"",""confidence"":96}"
gpt-5.6-luna,medium,banking-012,apple_pay_or_google_pay,apple_pay_or_google_pay,99,1,4,500,"{""label"":""apple_pay_or_google_pay"",""confidence"":99}"
gpt-5.6-luna,medium,banking-333,card_linking,card_linking,99,1,12,500,"{""label"":""card_linking"",""confidence"":99}"
gpt-5.6-luna,medium,banking-563,pending_cash_withdrawal,pending_cash_withdrawal,99,1,17,500,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,medium,banking-083,declined_cash_withdrawal,declined_cash_withdrawal,98,1,26,500,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
gpt-5.6-luna,medium,banking-654,top_up_limits,top_up_limits,99,1,7,500,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,medium,banking-013,atm_support,atm_support,99,1,7,500,"{""label"":""atm_support"",""confidence"":99}"
gpt-5.6-luna,medium,banking-578,pending_transfer,pending_transfer,99,1,9,500,"{""label"":""pending_transfer"",""confidence"":99}"
gpt-5.6-luna,medium,banking-584,pin_blocked,pin_blocked,96,1,9,500,"{""label"":""pin_blocked"",""confidence"":96}"
gpt-5.6-luna,medium,banking-288,beneficiary_not_allowed,failed_transfer,98,0,29,500,"{""label"":""failed_transfer"",""confidence"":98}"
gpt-5.6-luna,medium,banking-521,getting_virtual_card,getting_virtual_card,99,1,7,500,"{""label"":""getting_virtual_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-074,contactless_not_working,contactless_not_working,98,1,11,500,"{""label"":""contactless_not_working"",""confidence"":98}"
gpt-5.6-luna,medium,banking-387,change_pin,change_pin,100,1,10,500,"{""label"":""change_pin"",""confidence"":100}"
gpt-5.6-luna,medium,banking-552,passcode_forgotten,passcode_forgotten,99,1,10,500,"{""label"":""passcode_forgotten"",""confidence"":99}"
gpt-5.6-luna,medium,banking-103,exchange_via_app,fiat_currency_support,96,0,8,500,"{""label"":""fiat_currency_support"",""confidence"":96}"
gpt-5.6-luna,medium,banking-755,why_verify_identity,why_verify_identity,99,1,8,500,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,medium,banking-501,get_disposable_virtual_card,get_disposable_virtual_card,99,1,7,500,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-209,verify_my_identity,verify_my_identity,99,1,9,500,"{""label"":""verify_my_identity"",""confidence"":99}"
gpt-5.6-luna,medium,banking-633,top_up_by_card_charge,top_up_by_card_charge,96,1,12,500,"{""label"":""top_up_by_card_charge"",""confidence"":96}"
gpt-5.6-luna,medium,banking-106,extra_charge_on_statement,extra_charge_on_statement,98,1,9,500,"{""label"":""extra_charge_on_statement"",""confidence"":98}"
gpt-5.6-luna,medium,banking-693,transfer_into_account,transfer_into_account,98,1,9,500,"{""label"":""transfer_into_account"",""confidence"":98}"
gpt-5.6-luna,medium,banking-643,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,4,500,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,medium,banking-339,card_not_working,card_not_working,96,1,6,500,"{""label"":""card_not_working"",""confidence"":96}"
gpt-5.6-luna,medium,banking-751,why_verify_identity,why_verify_identity,97,1,10,500,"{""label"":""why_verify_identity"",""confidence"":97}"
gpt-5.6-luna,medium,banking-619,terminate_account,terminate_account,100,1,11,500,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,medium,banking-720,verify_my_identity,verify_my_identity,98,1,9,500,"{""label"":""verify_my_identity"",""confidence"":98}"
gpt-5.6-luna,medium,banking-202,transfer_timing,transfer_timing,98,1,11,500,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,medium,banking-190,transaction_charged_twice,transaction_charged_twice,99,1,14,500,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,medium,banking-758,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,17,500,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
gpt-5.6-luna,medium,banking-593,receiving_money,transfer_into_account,96,0,8,500,"{""label"":""transfer_into_account"",""confidence"":96}"
gpt-5.6-luna,medium,banking-405,contactless_not_working,contactless_not_working,99,1,16,500,"{""label"":""contactless_not_working"",""confidence"":99}"
gpt-5.6-luna,medium,banking-026,beneficiary_not_allowed,beneficiary_not_allowed,94,1,10,500,"{""label"":""beneficiary_not_allowed"",""confidence"":94}"
gpt-5.6-luna,medium,banking-427,declined_cash_withdrawal,declined_cash_withdrawal,100,1,16,500,"{""label"":""declined_cash_withdrawal"",""confidence"":100}"
gpt-5.6-luna,medium,banking-227,wrong_amount_of_cash_received,declined_cash_withdrawal,98,0,11,500,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
gpt-5.6-luna,medium,banking-352,card_payment_not_recognised,card_payment_not_recognised,98,1,7,500,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
gpt-5.6-luna,medium,banking-702,transfer_timing,transfer_timing,98,1,9,500,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,medium,banking-514,getting_spare_card,getting_spare_card,99,1,6,500,"{""label"":""getting_spare_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-326,card_delivery_estimate,card_delivery_estimate,98,1,11,500,"{""label"":""card_delivery_estimate"",""confidence"":98}"
gpt-5.6-luna,medium,banking-185,top_up_reverted,top_up_reverted,99,1,7,500,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,medium,banking-559,pending_card_payment,pending_card_payment,99,1,7,500,"{""label"":""pending_card_payment"",""confidence"":99}"
